from_node,to_node
Bayerische Motoren Werke Aktiengesellschaft,Behr Thermot-Tronik GmbH
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Universite Pierre Et Marie Curie (Paris 6)
Honda Giken Koygo Kabushiki Kaisha,"Symyx Technologies, Inc."
"Citizen Seimitsu Co., Ltd.",Showa Denko K.K.
KAO CORPORATION,"YOSHINO KOGYOSHO CO., LTD."
Autoliv Electronics,Sarnoff Corporation
Japan Science and Technology Agency,Keio University
The American National Red Cross,University of Utah Research Foundation
AMGEN INC.,"PTC THERAPEUTICS, INC."
"Isto Technologies, Inc.","Zimmer, Inc."
BAE SYSTEMS PLC,ROLLS-ROYCE plc
"SUMITOMO CHEMICAL COMPANY, LIMITED","Sumika Epi Solution Company, Ltd."
Bidell Equipment Limited Partnership,Total Energy Services Ltd.
"NHK SPRING CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
"MITSUBISHI ELECTRIC METECS CO., LTD.",Mitsubishi Electric Corporation
"Symyx Solutions, Inc.",The Regents of the University of California
NEC CORPORATION,The Regents of the University of California
Mitsubishi Electric Corporation,NATIONAL INSTITUTE FOR MATERIALS SCIENCE
Mitsubishi Electric Corporation,"SUMITOMO METAL INDUSTRIES, LTD."
NATIONAL INSTITUTE FOR MATERIALS SCIENCE,"SUMITOMO METAL INDUSTRIES, LTD."
20/20 GeneSystems Inc.,United States of America/NIH
ACADEMISCH ZIEKENHUIS LEIDEN (H.O.D.N. LUMC) GMBH,Innovata Limited
NATIONAL UNIVERSITY CORPORATION GUNMA UNIVERSITY,Teijin Pharma Limited
Newron Pharmaceuticals S.p.A.,Vicuron Pharmaceuticals Inc.
"FURUKAWA ELECTRIC CO., LTD.",National University Corporation YOKOHAMA National University
"HONDA MOTOR CO., LTD.","KOKUSAN DENKI CO., LTD."
St. Petersburg State University,University of Ulster
The Board of Trustees of the University of Illinois,"The United States of America, as represented by the Department of Health and Human Services"
Forteg Brandschutz GmbH & Co. KG,Schott AG
CREATURES INC.,"Nintendo Co., Ltd."
Airmees,INSTITUT FRANCAIS DU PETROLE
Fumio Eguchi,"Shiseido Company, Limited"
ADVANTEST CORPORATION,National University Corporation Tohoku University
"EMNET, LLC",University of Notre Dame du Lac
Deutsches Krebsforschungszentrum,FIDIA FARMACEUTICI S.p.A.
UNIVERSITE DE POITIERS,UNIVERSITÉ JOSEPH  FOURIER
Oregon Health & Science University,U.S. Department of Veternas Affairs
IPG Electronics 503 Limited,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
K.U. Leuven Research & Development,VIB VZW
International Business Machines Corporation,"Toshiba America Electronic Components, Inc."
SONY COMPUTER ENTERTAINMENT INC.,"Toshiba America Electronic Components, Inc."
3M INNOVATIVE PROPERTIES COMPANY,"HONDA MOTOR CO., LTD."
INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY,Kyonggi Provincial Governor
NEC SCHOTT Components Corporation,"TOUDAI TLO, Ltd."
GENERAL RESEARCH INSTITUTE FOR NONFERROUS METALS,"GRIREM ADVANCED MATERIALS CO., LTD."
NICHIA CORPORATION,Thermos L.L.C.
LG Chemical Ltd.,"LG Display Co., Ltd."
Autoliv Development AB,TOYOTA JIDOSHA KABUSHIKI KAISHA
Diffusion Alloys Limited,MAN Turbo AG
No. 3 Transportation Engineering Perambulation and Design Institue of Ministry of Traffic,Shanhai Zhenhua Port Machinery Co. Ltd.
Bioresearch Ireland,THE TEXAS A&M UNIVERSITY SYSTEM
BRACCO IMAGING S.P.A.,Semelon
CATALER CORPORATION,"DAIHATSU MOTOR CO., LTD."
"SHENYANG RESEARCH INSTITUTE OF CHEMICAL INDUSTRY CO., LTD.",Sinochem Corporation
France Universite d'Aix-Marseille,STMicroelectronics SA
"SAMSUNG ELECTRONICS CO., LTD.",The Board of Trustees of the Laland Stanford Junior University
Baylor College of Medicine,The Johns Hopkins University School of Medicine
Instuto Scientifico Di Chimica E Biochimica “G. Rozoni”,Next Technology Tecnotessile Societa' Nazionale Di Ricerca R.L.
FUJITSU LIMITED,PFU LIMITED
"CELLFREE SCIENCES CO.,LTD.",NATIONAL INSTITUTE OF INFECTIOUS DISEASES
Mitsubishi Electric Corporation,Renesas Technology Corporation
PANASONIC HOLDINGS CORPORATION,"SANYO CHEMICAL INDUSTRIES, LTD."
Liq Tech,SAINT-GOBAIN INDUSTRIEKERAMIK RÖDENTAL GMBH
"HONDA MOTOR CO., LTD.","IDEMITSU KOSAN CO., LTD."
The Regents of the University of California,University of Iowa Research Foundation
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,THALES
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite de Provence
THALES,Universite de Provence
CALIRA Electronic GmbH & Co KG,Ellenberger & Poensgen GmbH
CALIRA Electronic GmbH & Co KG,TRUMA GERAETETECHNIK GMBH & CO. KG
Ellenberger & Poensgen GmbH,TRUMA GERAETETECHNIK GMBH & CO. KG
"Akita Electronics Systems Co., Ltd.","HITACHI, LTD."
BizConn International Corporation (ShenZhen),BizLink USA Technology Inc.
Chungbuk National University,Industry-Academic Cooperation Foundation
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,"SK Energy Co., Ltd."
Jennmar Corporation,KENNAMETAL INC.
KYOCERA MITA CORPORATION,"Stanley Electric Co., Ltd."
HOSIDEN CORPORATION,"KYOTO TOOL CO., LTD."
CHEVRON ORONITE COMPANY LLC,The University of Southern Mississippi
CSL LIMITED,The University of New South Wales
William Marsh Rice University,Wisconsin Alumni Research Foundation
"Milestone Co., Ltd.",Satoshi Do
"BIONICS CO., LTD.",Max-Planck-Gesellschaft zur Föderung der Wissenschaften e.V.
Infineon Technologies AG,UTAC - United Test and Assembly Test Center Ltd.
Department of Biotechnology,University of Delhi
Jiangsu Cuilong Precision Copper Tube Corporation,University of Shanghai for Science and Technology
"Carestream Health, Inc.","VARIAN MEDICAL SYSTEMS, INC."
ACRE ENGINEERING PTE LTD.,HEALTH SCIENCES AUTHORITY
Shriners Hospitals For Children,University of Cincinnati
Glaxo Group Limited,Pliva-Istrazivacki Institut
ILC Dover LP,Lockheed Martin Corporation
ILC Dover LP,THE AEROSPACE CORPORATION
Lockheed Martin Corporation,THE AEROSPACE CORPORATION
F. Hoffmann-La Roche AG,MORPHOSYS AG
"Kankyou Engineering Co., Ltd.",National Institute of Advanced Industrial Science and Technology
"The Brigham and Women's Hospital, Inc.",The United States of America—Department of Veterans Affairs
TOKUYAMA CORPORATION,TOKUYAMA DENTAL CORPORATION
ARMORLINK SH CORP.,"ICP Electronics, Inc."
INHA-INDUSTRY PARTNERSHIP INSTITUTE,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
Infineon Technologies AG,RICHTEK TECHNOLOGY CORPORATION
PANTECH CORPORATION,"SK Telecom Co., Ltd."
"NIPPON CHEMICAL INDUSTRIAL CO., LTD.",Yamanashi University
STMicroelectronics SA,Shenzhen STS Microelectronics Co. Ltd
EXXONMOBIL UPSTREAM RESEARCH COMPANY,SCHLUMBERGER TECHNOLOGY CORPORATION
Life Sciences Research Partners VZW,VLAAMS INTERUNIVERSITAIR INSTITUUT VOOR BIOTECHNOLOGIE VZW
Rheinische Friedrich-Wilhems-Universitaet Bonn,UNIVERSITAETSKLINIKUM FREIBURG
"Elding Ind. Co., Ltd.",Wilson Sporting Goods Co.
"Information Broadcasting Laboratories, Inc.",SONY GROUP CORPORATION
"Newcyte, Inc.",William Marsh Rice University
NANO-X,Thyssenkrupp Steel AG
NANO-X,VOLKSWAGEN AKTIENGESELLSCHAFT
Thyssenkrupp Steel AG,VOLKSWAGEN AKTIENGESELLSCHAFT
"RICOH COMPANY, LTD.",SHINKO FREX Inc.
"HONDA MOTOR CO., LTD.","Yamada Manufacturing Co., Ltd."
"DANA-FARBER CANCER INSTITUTE, INC.","Genetics Institute, LLC"
PANASONIC HOLDINGS CORPORATION,WASEDA UNIVERSITY
NATIONAL UNIVERSITY CORPORATION SHIZUOKA UNIVERSITY,TOYOTA JIDOSHA KABUSHIKI KAISHA
"SAMSUNG ELECTRONICS CO., LTD.",The Board of Trustees of the Leland Stanford Junior University
"DIRECTV, LLC",NDS LIMITED
Degussa AG,Evermore Trading Corporation
Amtec Corporation,"Ibuki Kogyo Co., Ltd."
Amtec Corporation,"Shimada & Co., Ltd."
"Ibuki Kogyo Co., Ltd.","Shimada & Co., Ltd."
Air Liquide Large Industries U.S. LP,"Air Liquide Process & Construction, Inc."
Asahi Kasei E-materials Corporation,"DAIKIN INDUSTRIES, LTD."
Hitachi High-Technologies Corporation,Life Technologies Corporation
JATCO LTD,"Nissan Motor Co., Ltd."
"Nippon Mining & Metals Co., Ltd.",TOHOKU UNIVERSITY
MITSUBISHI MATERIALS CORPORATION,SUMCO CORPORATION
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Terumo Kabushiki Kaisha
Cornell University,PANASONIC HOLDINGS CORPORATION
THE COCA-COLA COMPANY,"Yoshino Kogyosho, K.K."
"ASHIMORI INDUSTRY CO., LTD.",MAZDA MOTOR CORPORATION
KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,Seoul National University Industry Foundation
"SAMSUNG ELECTRONICS CO., LTD.",University -Industry Cooperation Foundation of Korea Aerospace University of Korea Aerospace University
"Sumitomo Electric Industries, Ltd.","TOYODA GOSEI CO., LTD."
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Ecole Nationale Superieure de Ceramique Industrielle
"KAKEN PHARMACEUTICAL CO., LTD.",OSAKA UNIVERSITY
"HONG HAI PRECISION INDUSTRY CO., LTD.",TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED
"KYODO PRINTING CO., LTD.",NIPPON HOSO KYOKAI
"Dai-Chj Kogyo Seiyaki Co., Ltd.","Nippon Shokubai Co., Ltd."
"INTELECT MEDICAL, INC.",The Cleveland Clinic Foundation
Agency of Industrial Science & Technology MITI,Chisso Corporation
TOYOTA JIDOSHA KABUSHIKI KAISHA,TSUBAKIMOTO CHAIN CO.
"Techno-Sciences, Inc.",University of Maryland
"IBIDEN CO., LTD.","TIBC Co., Ltd."
"Hitachi Yonezawa Electronics Co., Ltd",Renesas Technology Corporation
"Aloka Co., Ltd.",National Institute of Radiological Sciences
A123 SYSTEMS LLC,Massachusetts Institute of Technology
Wisconsin Alumni Research Foundation,Xenon Pharmaceuticals Inc.
ERASMUS UNIVERSITY MEDICAL CENTER,Minos Biosystems Limited
AMT International Inc.,CPC AG
"Argos Therapeutics, Inc.",Duke University
"Dynalloy, Inc.",GM GLOBAL TECHNOLOGY OPERATIONS LLC
"HONDA MOTOR CO., LTD.","THE JAPAN STEEL WORKS, LTD."
"ASIA OPTICAL CO., INC.",Seiko Instruments Inc.
"Sequella, Inc.","The United States of America, as represented by the Department of Health and Human Services"
NIPPON OIL CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
Lund International,Max-Planck-Gesellschaft zur Föderung der Wissenschaften e.V.
A. RAYMOND ET CIE,KAMAX-Werke Rudolf Kellermann GmbH & Co. KG
"CMS TECHNOLOGIES HOLDINGS, INC.",Kansas State University Research Foundation
"HONDA MOTOR CO., LTD.","Sumitomo Precision Products Co., Ltd."
"Kilimanjaro Energy, Inc.",The Trustees of Columbia University in the City of New York
NEC CORPORATION,Showa Denko K.K.
"MARS, INCORPORATED",Salk Institute for Biological Studies
"Chem-Space Associates, Inc.","PerkinElmer Health Sciences, Inc."
"MEIJI SEIKA KAISHA, LTD.",The Kitasato Institute
"TOPPAN PRINTING CO., LTD.","Toyo Ink Mfg. Co., Ltd."
NATIONAL SEMICONDUCTOR CORPORATION,"Validity Sensors, Inc."
ADEKA CORPORATION,"TOPPAN PRINTING CO., LTD."
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,UNIVERSITE DE POITIERS
The Hospital for Sick Children,The Regents of the University of California
Brenner Tank LLC,"P&S Investment Company, Inc."
"All India Institute of Medical Sciences, Division of Clinicial Microbiology","Department of Biotechnology, Department of Govt of India"
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,"ELECTRONIC NAVIGATION RESEARCH INSTITUTE, AN INDEPENDENT ADMINISTRATIVE INSTITUTION"
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Université de Nice Sophia-Antipolis
"ELECTRONIC NAVIGATION RESEARCH INSTITUTE, AN INDEPENDENT ADMINISTRATIVE INSTITUTION",Université de Nice Sophia-Antipolis
AUBURN UNIVERSITY,The Board of Regents of the University of Texas System
NATIONAL CENTER FOR GERIATRICS AND GERONTOLOGY,National Institute of Advanced Industrial Science and Technology
"Sandia Corporation, Operator of Sandia National Laboratories",The Board of Regents of the University of Texas System
"Accupath Diagnostic Laboratories, Inc.","Biodot, Inc."
FUKUOKA PREFECTURAL GOVERNMENT,"KITAKYUSHU FOUNDATION FOR THE ADVANCEMENT OF INDUSTRY, SCIENCE AND TECHNOLOGY"
ITEC CORPORATION,Tokyo University of Agriculture and Technology
"Signum Biosciences, Inc.",THE TRUSTEES OF PRINCETON UNIVERSITY
"DAI-ICHI HIGH FREQUENCY CO., LTD.","Flourshing Enterprise Co., Ltd."
Kabushiki Kaisha Mikuni Kogyo,National Institute of Advanced Industrial Science and Technology
"CARGILL, INCORPORATED","GE Osmonics, Inc."
ALPHA CORPORATION,"Tokyo Parts Industrial Co., Ltd."
Keio University,NATIONAL UNIVERSITY CORPORATION HAMAMATSU UNIVERSITY SCHOOL OF MEDICINE
"Rock Twelve, LLC","Rogers Marvel Architects, LLC"
INDUSTRY-ACADEMIA COOPERATION GROUP OF SEJONG UNIVERSITY,"SAMSUNG ELECTRONICS CO., LTD."
"Interport International, Inc.","Ningbo Zhenhai Yuanda Electromechanical Manufacturing Co., Ltd."
E.I. DU PONT DE NEMOURS AND COMPANY,Wellpower Optronics Co Ltd
Mitsubishi Electric Corporation,NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY
KNORR-BREMSE Systeme fuer Nutzfahrzeuge GmbH,ZF FRIEDRICHSHAFEN AG
Covalent Materials Corporation,SHIBAURA MECHATRONICS CORPORATION
"SWISHER INTERNATIONAL, INC.",University of Kentucky Research Foundation
TRUSTEES OF DARTMOUTH COLLEGE,The Board of Regents of the University of Texas System
"AVEO Pharmaceuticals, Inc.",XOMA TECHNOLOGY LTD.
Antig Technology Corporation,Syspotek Corporation
Syngenta Participations AG,THE SCRIPPS RESEARCH INSTITUTE
TOYOTA JIDOSHA KABUSHIKI KAISHA,YAMAHA HATSUDOKI KABUSHIKI KAISHA
BTT CORPORATION,OSG CORPORATION
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Universite Francois Rabelais De Tours
"National Institutes of Health, Office of Technology Transfer","UNIVERSITY OF MARYLAND, COLLEGE PARK"
"Chang International Enterprise Co., Ltd.",Industrial Technology Research Institute
Elbit Systems Ltd.,Galileo Mobility Instruments Ltd.
CASE WESTERN RESERVE UNIVERSITY,UNIVERSITY OF MISSISSIPPI
Newport News Shipbuilding and Dry Dock Company,The Curators of the University of Missouri
Bracco International BV,"DAIKYO SEIKO, LTD."
Children's Hospital & Research Center at Oakland,The Cleveland Clinic Foundation
"HITACHI, LTD.",MANN+HUMMEL GmbH
National Applied Research Laboratories,National Chip Implementation Center
"Cornell Research Foundation, Inc.",The General Hospital Corporation
"Kollsman, Inc.",Night Vision Corporation
National Institute of Advanced Industrial Science and Technology,"SAMSUNG ELECTRONICS CO., LTD."
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,"Chrysantis, Inc."
Kanazawa University Technology Licensing Organization Ltd.,"Komatu Power Tron Co., Ltd"
CONTINENTAL AUTOMOTIVE GMBH,Carl Freudenberg KG
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE)
INSERM (INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE),INSTITUT PASTEUR
Beijing Second Optical InstrumentFacotry,Peking University
General Electric Company,University of Illinois at Urbana-Champaign
Gamida Cell Ltd.,HADASIT MEDICAL RESEARCH SERVICES AND DEVELOPMENT LTD.
RIKEN,"Sumitomo Electric Industries, Ltd."
"Beth Israel Deaconess Medical Center, Inc.","The Bringham and Women's Hospital, Inc."
Horie Kinzoku Kogyo Kabushiki Kaisha,"PIOLAX, INC."
"Lakewood Amedex, Inc.","Sequitur, Inc."
"HITACHI, LTD.","Hitachi Communication Technologies, Ltd."
Hitachi Advanced Systems Corporation,"Hitachi Communication Technologies, Ltd."
"Hosokawa Yoko Co., Ltd.",SUNSTAR ENGINEERING INC.
THE UNIVERSITY OF TOKYO,"TOUDAI TLO, Ltd."
FORD OTOMOTIV SANAYI ANONIM SIRKETI,Ford Motor Company
"KRINGLE PHARMA, INC.","TOHOKU TECHNO ARCH CO., LTD."
Aplix,Dounor SAS
Sachtleben Chomie GmbH,Studiengesellschaft Kohle gGmbH
NOF CORPORATION,TOYOTA BOSHOKU KABUSHIKI KAISHA
"SUMITOMO CHEMICAL COMPANY, LIMITED","Toray Advanced Film Co., Ltd."
"Delta Electronics Components (Dongguan) Co., Ltd.","Delta Electronics, Inc."
Korea University Industrial & Academic Collaboration Foundation,SK hynix Inc.
Vulcan Patents LLC,"Vulcan Ventures, Inc."
National University Corporation Tokyo Medical and Dental University,"Reo Laboratory Co., Ltd."
DREXEL UNIVERSITY,"Nissan Motor Co., Ltd."
Corus Aluminum NV,Corus Aluminum Walzprodukte GmbH
"System Eng Service Co., Ltd",Yoshiko Tsuru
EMD Lexigen Research Center Corp.,THE SCRIPPS RESEARCH INSTITUTE
"MEKIKI CO., LTD.","MEKIKI CREATES CO., LTD."
"HONDA MOTOR CO., LTD.","Iwata Koki Co., Ltd."
Carl Zeiss Micromanaging GmbH,Fraunhofer-Gesellschaft zur förderung der angewandten Forschung e.V.
Howmedica Osteonics Corp.,Inframat Corporation
HITACHI MEDICAL CORPORATION,"HITACHI, LTD."
Schenck Australia Pty Ltd,Screenex Australia Pty Ltd
DENSO CORPORATION,"DENSO IT LABORATORY, INC."
"AMINO UP CHEMICAL CO., LTD.","Usaien Pharmaceutical Co., Ltd."
Board of Governers for Higher Education,State of Rhode Island and Providence Plantations
NATIONAL UNIVERSITY CORPORATION,Nara Institute of Science and Technology
Clarkson University,"Infotonics Technology Center, Inc."
Alcatel Lucent,Alcatel-Lucent USA Inc.
Infineon Technologies AG,Qimonda AG
"Fujimori Kogyo Co., Ltd.",MITSUBISHI PAPER MILLS LIMITED
ADEKA CORPORATION,"The Kansai Electric Power Co., Inc."
The Board of Regents of the University of Texas System,"The United States of America, as represented by the Department of Health and Human Services"
"HONDA MOTOR CO., LTD.","Sanyo Special Steel Co., Ltd."
"SHIN-ETSU CHEMICAL CO., LTD.","SHIN-ETSU HANDOTAI CO., LTD."
ACCENTURE GLOBAL SERVICES LIMITED,BT Group PLC
Mitsubishi Electric Corporation,Shimadzu Corporation
South African Medical Research Council,UNIVERSITY OF CAPE TOWN
MURAKAMI CORPORATION,"Molex, LLC"
ENERGYLED CORPORATION,Ledtech Electronics Corp.
Avago Technologies General IP (Singapore) Pte. Ltd.,"Cadence Design Systems, Inc."
DENSO CORPORATION,Diamet Corporation
"Nihon Parkerizing Co., Ltd.","TOKYO SEIKAN GROUP HOLDINGS, LTD."
Q1 NANOSYSTEMS CORPORATION,The Regents of the University of California
CANON FINETECH INC.,Canon Kabushiki Kaisha
"MEDICOSON CO., LTD.",SAMSUNG LIFE WELFARE FOUNDATION
NIKON CORPORATION,TOKYO ELECTRON LIMITED
CATALER CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
Novartis AG,Universitat Zurich
EPIGENOMICS AG,QIAGEN GmbH
Cell Cross Corporation,THE UNIVERSITY OF TOKYO
"Kanto Auto Works, Ltd.","PIOLAX, INC."
IMASEN ENGINEERING CORPORATION,Nagasaki Kanae Co.
FURUKAWA AUTOMOTIVE SYSTEMS INC.,"FURUKAWA ELECTRIC CO., LTD."
FURUKAWA AUTOMOTIVE SYSTEMS INC.,TOYOTA BOSHOKU KABUSHIKI KAISHA
"FURUKAWA ELECTRIC CO., LTD.",TOYOTA BOSHOKU KABUSHIKI KAISHA
"BioSurface Engineering Technologies, Inc.","Brookhaven Science Associates, LLC"
IWATA BOLT KABUSHIKI KAISHA,"Nissan Motor Co., Ltd."
"Advanced Elastomer Systems, L.P.","Springseal, Inc."
"AXIOM MICRODEVICES, INC.",Infineon Technologies AG
CONSIGLIO NAZIONALE DELLE RICERCHE,"ENEA —  Ente per le Nuove Tecnologie, l'Energia e l'Ambiente"
"MITSUI CHEMICALS, INC.","ULVAC, INC."
"Department of Electrical Engineering, National Changhua Univ. of Education",Kuen-Cheng Wang
"Miner Enterprises, inc.",POWERBRACE CORPORATION
"Reckitt Benckiser (Australia) Pty, Limited",Reckitt Benckiser (UK) Limited
Airbus France,Dufieux Industrie
DENSO CORPORATION,TIGER CORPORATION
TIGER CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
CHIMEI INNOLUX CORPORATION,University of Central Florida Research Foundation
"ASAHI ORGANIC CHEMICALS INDUSTRY CO., LTD.","HONDA MOTOR CO., LTD."
"HITACHI CABLE, LTD.",NEC Electronics Corporation
Empa Dubendorf,Ivoclar Vivadent AG
"Himas Media Solutions, Inc.",NCKU Research and Development Foundation
PANASONIC HOLDINGS CORPORATION,"SENJU METAL INDUSTRY CO., LTD."
HARMONIC DRIVE SYSTEMS INC.,TOYOTA JIDOSHA KABUSHIKI KAISHA
HARRIS CORPORATION,LUCENT TECHNOLOGIES INC.
HARRIS CORPORATION,University of Central Florida
LUCENT TECHNOLOGIES INC.,University of Central Florida
A Factory Inc.,TIS Inc.
Japan Science and Technology Agency,NATIONAL INSTITUTE FOR MATERIALS SCIENCE
"Aeres Biomedical, Ltd.",MedImmune Limited
CHEVRON U.S.A. INC.,ETH ZURICH
CHEVRON U.S.A. INC.,SCHLUMBERGER TECHNOLOGY CORPORATION
ETH ZURICH,SCHLUMBERGER TECHNOLOGY CORPORATION
"SAMSUNG ELECTRONICS CO., LTD.",The University Court of the University of Edinburgh
NATIONAL INSTITUTE OF AGROBIOLOGICAL SCIENCES,National University Corporation Ehime University
NATIONAL INSTITUTE OF AGROBIOLOGICAL SCIENCES,Tokyo University of Science Foundation
National University Corporation Ehime University,Tokyo University of Science Foundation
"HRL Laboratories, LLC",The Boeing Company
University of Pittsburgh—Of the Commonwealth System of Higher Education,University of Virginia Patent Foundation
HAYASHI TELEMPU CORPORATION,TOYOTA JIDOSHA KABUSHIKI KAISHA
Board of Trustees Operating Michigan State University,Massachusetts Institute of Technology
General Electric Company,The Board of Regents of the University of Texas System
GM GLOBAL TECHNOLOGY OPERATIONS LLC,UNIVERSITE DE PICARDIE JULES VERNE
Cedars Sinai Medical Center,Foskarpatent I SYD AB
Brown University,EMORY UNIVERSITY
